id	section	part	set_id	number	correct_answer	accepted_answers	max_points
SAMPLE2_P2_Q10	UOE	2	SAMPLE2_P2	10	AT	AT	1
SAMPLE2_P2_Q11	UOE	2	SAMPLE2_P2	11	PUT	PUT	1
SAMPLE2_P2_Q12	UOE	2	SAMPLE2_P2	12	THAN	THAN	1
SAMPLE2_P2_Q13	UOE	2	SAMPLE2_P2	13	WITH	WITH | BY	1
SAMPLE2_P2_Q14	UOE	2	SAMPLE2_P2	14	LIKE	LIKE	1
SAMPLE2_P2_Q15	UOE	2	SAMPLE2_P2	15	LEAST	LEAST	1
SAMPLE2_P2_Q16	UOE	2	SAMPLE2_P2	16	DESPITE	DESPITE	1
SAMPLE2_P3_Q17	UOE	3	SAMPLE2_P3	17	PURSUIT	PURSUIT	1
SAMPLE2_P3_Q18	UOE	3	SAMPLE2_P3	18	UNPREDICTABLE	UNPREDICTABLE	1
SAMPLE2_P3_Q19	UOE	3	SAMPLE2_P3	19	ENTHUSIASTS	ENTHUSIASTS	1
SAMPLE2_P3_Q20	UOE	3	SAMPLE2_P3	20	DISTINGUISH	DISTINGUISH	1
SAMPLE2_P3_Q21	UOE	3	SAMPLE2_P3	21	COMPETITORS	COMPETITORS	1
SAMPLE2_P3_Q22	UOE	3	SAMPLE2_P3	22	INCREASINGLY	INCREASINGLY	1
SAMPLE2_P3_Q23	UOE	3	SAMPLE2_P3	23	REPLACEMENTS	REPLACEMENTS	1
SAMPLE2_P3_Q24	UOE	3	SAMPLE2_P3	24	INNOVATIVE	INNOVATIVE	1
SAMPLE2_P4_Q25	UOE	4	SAMPLE2_P4	25	YOU GIVE A CLEAR EXPLANATION OF	YOU GIVE A CLEAR EXPLANATION OF | YOU GIVE A CLEAR EXPLANATION ABOUT	2
SAMPLE2_P4_Q26	UOE	4	SAMPLE2_P4	26	IS ALLEGED TO HAVE DAMAGED	IS ALLEGED TO HAVE DAMAGED	2
SAMPLE2_P4_Q27	UOE	4	SAMPLE2_P4	27	MAKES NO DIFFERENCE TO ME	MAKES NO DIFFERENCE TO ME | MAKES VERY LITTLE DIFFERENCE TO ME | MAKES LITTLE DIFFERENCE TO ME	2
SAMPLE2_P4_Q28	UOE	4	SAMPLE2_P4	28	HAD NOT BEEN FOR JOE’S	HAD NOT BEEN FOR JOE’S | HADN’T BEEN FOR JOE’S	2
SAMPLE2_P4_Q29	UOE	4	SAMPLE2_P4	29	DO WHATEVER IT TAKES	DO WHATEVER IT TAKES | DO WHAT IT TAKES | DO EVERYTHING IT TAKES | DO ALL IT TAKES | DO ANYTHING IT TAKES	2
SAMPLE2_P4_Q30	UOE	4	SAMPLE2_P4	30	WAS WITHDRAWN IN THE LIGHT OF	WAS WITHDRAWN IN THE LIGHT OF | WAS WITHDRAWN IN LIGHT OF	2
SAMPLE2_P5_Q31	READING	5	SAMPLE2_P5	31	C	C	2
SAMPLE2_P5_Q32	READING	5	SAMPLE2_P5	32	B	B	2
SAMPLE2_P5_Q33	READING	5	SAMPLE2_P5	33	D	D	2
SAMPLE2_P5_Q34	READING	5	SAMPLE2_P5	34	A	A	2
SAMPLE2_P5_Q35	READING	5	SAMPLE2_P5	35	D	D	2
SAMPLE2_P5_Q36	READING	5	SAMPLE2_P5	36	A	A	2
SAMPLE2_P6_Q37	READING	6	SAMPLE2_P6	37	D	D	2
SAMPLE2_P6_Q38	READING	6	SAMPLE2_P6	38	B	B	2
SAMPLE2_P6_Q39	READING	6	SAMPLE2_P6	39	A	A	2
SAMPLE2_P6_Q40	READING	6	SAMPLE2_P6	40	D	D	2
SAMPLE2_P7_Q41	READING	7	SAMPLE2_P7	41	F	F	2
SAMPLE2_P7_Q42	READING	7	SAMPLE2_P7	42	D	D	2
SAMPLE2_P7_Q43	READING	7	SAMPLE2_P7	43	C	C	2
SAMPLE2_P7_Q44	READING	7	SAMPLE2_P7	44	B	B	2
SAMPLE2_P7_Q45	READING	7	SAMPLE2_P7	45	A	A	2
SAMPLE2_P7_Q46	READING	7	SAMPLE2_P7	46	G	G	2
SAMPLE2_P8_Q47	READING	8	SAMPLE2_P8	47	C	C	1
SAMPLE2_P8_Q48	READING	8	SAMPLE2_P8	48	D	D	1
SAMPLE2_P8_Q49	READING	8	SAMPLE2_P8	49	B	B	1
SAMPLE2_P8_Q50	READING	8	SAMPLE2_P8	50	A	A	1
SAMPLE2_P8_Q51	READING	8	SAMPLE2_P8	51	C	C	1
SAMPLE2_P8_Q52	READING	8	SAMPLE2_P8	52	A	A	1
SAMPLE2_P8_Q53	READING	8	SAMPLE2_P8	53	C	C	1
SAMPLE2_P8_Q54	READING	8	SAMPLE2_P8	54	D	D	1
SAMPLE2_P8_Q55	READING	8	SAMPLE2_P8	55	B	B	1
SAMPLE2_P8_Q56	READING	8	SAMPLE2_P8	56	D	D	1
STANDALONE_KWT_01_Q01	UOE	4	STANDALONE_KWT_01	1	IS DELIVERED ON A WEEKLY BASIS	IS DELIVERED ON A WEEKLY BASIS	1
STANDALONE_KWT_01_Q02	UOE	4	STANDALONE_KWT_01	2	TO INCREASE THE LENGTH	TO INCREASE THE LENGTH	1
STANDALONE_KWT_01_Q03	UOE	4	STANDALONE_KWT_01	3	HAD NEVER PAID A VISIT TO	HAD NEVER PAID A VISIT TO	1
STANDALONE_KWT_01_Q04	UOE	4	STANDALONE_KWT_01	4	NO HARM IN TAKING OUT	NO HARM IN TAKING OUT	1
STANDALONE_KWT_01_Q05	UOE	4	STANDALONE_KWT_01	5	DO NOT HAVE AS MANY CHILDREN	DO NOT HAVE AS MANY CHILDREN	1
STANDALONE_KWT_01_Q06	UOE	4	STANDALONE_KWT_01	6	TO PUT A STOP	TO PUT A STOP	1
MEGA_KWT_001_Q01	UOE	4	MEGA_KWT_001	1	NO CIRCUMSTANCES SHOULD YOU	NO CIRCUMSTANCES SHOULD YOU	1
MEGA_KWT_001_Q02	UOE	4	MEGA_KWT_001	2	HAS TAKEN OVER THE	HAS TAKEN OVER THE	1
MEGA_KWT_001_Q03	UOE	4	MEGA_KWT_001	3	THERE IS NO KNOWING	THERE IS NO KNOWING	1
MEGA_KWT_001_Q04	UOE	4	MEGA_KWT_001	4	HAVE GAINED ENTRY	HAVE GAINED ENTRY	1
MEGA_KWT_001_Q05	UOE	4	MEGA_KWT_001	5	IS CAPABLE OF WINNING	IS CAPABLE OF WINNING	1
MEGA_KWT_001_Q06	UOE	4	MEGA_KWT_001	6	GIVE UP PLAYING BASKETBALL CAME	GIVE UP PLAYING BASKETBALL CAME	1
MEGA_KWT_001_Q07	UOE	4	MEGA_KWT_001	7	BEING TAKEN FOR GRANTED	BEING TAKEN FOR GRANTED	1
MEGA_KWT_001_Q08	UOE	4	MEGA_KWT_001	8	TO GET MY PASSPORT RENEWED	TO GET MY PASSPORT RENEWED	1
MEGA_KWT_001_Q09	UOE	4	MEGA_KWT_001	9	WAS WONDERING IF YOU WOULD BE	WAS WONDERING IF YOU WOULD BE	1
MEGA_KWT_001_Q10	UOE	4	MEGA_KWT_001	10	SEE NO POINT IN	SEE NO POINT IN	1
MEGA_KWT_001_Q11	UOE	4	MEGA_KWT_001	11	JUST AS MUCH FUN	JUST AS MUCH FUN	1
MEGA_KWT_001_Q12	UOE	4	MEGA_KWT_001	12	DENIED HAVING SEEN	DENIED HAVING SEEN	1
MEGA_KWT_001_Q13	UOE	4	MEGA_KWT_001	13	BE TAKEN INTO ACCOUNT	BE TAKEN INTO ACCOUNT	1
MEGA_KWT_001_Q14	UOE	4	MEGA_KWT_001	14	IN THE COMPANY’S INTEREST	IN THE COMPANY’S INTEREST	1
MEGA_KWT_001_Q15	UOE	4	MEGA_KWT_001	15	GET THOSE BROKEN ROOF TILES REPAIRED	GET THOSE BROKEN ROOF TILES REPAIRED	1
MEGA_KWT_001_Q16	UOE	4	MEGA_KWT_001	16	HER DELIGHT, LUCY WAS	HER DELIGHT, LUCY WAS	1
MEGA_KWT_001_Q17	UOE	4	MEGA_KWT_001	17	SHE WOULD NOT WEAR	SHE WOULD NOT WEAR	1
MEGA_KWT_001_Q18	UOE	4	MEGA_KWT_001	18	FORGET TO KEEP IN TOUCH	FORGET TO KEEP IN TOUCH	1
MEGA_KWT_001_Q19	UOE	4	MEGA_KWT_001	19	ON THE LOOKOUT FOR	ON THE LOOKOUT FOR	1
MEGA_KWT_001_Q20	UOE	4	MEGA_KWT_001	20	HAVE BEEN DRAWN UP TO	HAVE BEEN DRAWN UP TO	1
MEGA_KWT_001_Q21	UOE	4	MEGA_KWT_001	21	TO OUR HORROR, WE COULD SEE	TO OUR HORROR, WE COULD SEE	1
MEGA_KWT_001_Q22	UOE	4	MEGA_KWT_001	22	YOU RATHER I LET	YOU RATHER I LET	1
MEGA_KWT_001_Q23	UOE	4	MEGA_KWT_001	23	WAS AT A LOSS TO EXPLAIN	WAS AT A LOSS TO EXPLAIN	1
MEGA_KWT_001_Q24	UOE	4	MEGA_KWT_001	24	LIKELY TO RESULT IN	LIKELY TO RESULT IN	1
MEGA_KWT_001_Q25	UOE	4	MEGA_KWT_001	25	HIGHLY LIKELY TO	HIGHLY LIKELY TO	1
MEGA_KWT_001_Q26	UOE	4	MEGA_KWT_001	26	IS LIKELY THAT THE PARKING	IS LIKELY THAT THE PARKING	1
MEGA_KWT_001_Q27	UOE	4	MEGA_KWT_001	27	ACTION ON THE PART OF	ACTION ON THE PART OF	1
MEGA_KWT_001_Q28	UOE	4	MEGA_KWT_001	28	GET IT ACROSS TO HIM	GET IT ACROSS TO HIM	1
MEGA_KWT_001_Q29	UOE	4	MEGA_KWT_001	29	IS NO SUCH THING AS	IS NO SUCH THING AS	1
MEGA_KWT_001_Q30	UOE	4	MEGA_KWT_001	30	LOST TRACK OF THE	LOST TRACK OF THE	1
MEGA_KWT_001_Q31	UOE	4	MEGA_KWT_001	31	IN THE UNLIKELY EVENT	IN THE UNLIKELY EVENT	1
MEGA_KWT_001_Q32	UOE	4	MEGA_KWT_001	32	WAS MADE RESPONSIBLE	WAS MADE RESPONSIBLE	1
MEGA_KWT_001_Q33	UOE	4	MEGA_KWT_001	33	WAS TAKEN BY SURPRISE	WAS TAKEN BY SURPRISE	1
MEGA_KWT_001_Q34	UOE	4	MEGA_KWT_001	34	IN DANGER OF BEING DISMISSED	IN DANGER OF BEING DISMISSED	1
MEGA_KWT_001_Q35	UOE	4	MEGA_KWT_001	35	PLACED THE BLAME ON	PLACED THE BLAME ON	1
MEGA_KWT_001_Q36	UOE	4	MEGA_KWT_001	36	WAS UNDER THE IMPRESSION	WAS UNDER THE IMPRESSION	1
MEGA_KWT_001_Q37	UOE	4	MEGA_KWT_001	37	EXPLAIN WHY SHE MADE	EXPLAIN WHY SHE MADE	1
MEGA_KWT_001_Q38	UOE	4	MEGA_KWT_001	38	NO INTENTION OF GIVING	NO INTENTION OF GIVING	1
MEGA_KWT_001_Q39	UOE	4	MEGA_KWT_001	39	PAY ON TIME WILL RESULT IN	PAY ON TIME WILL RESULT IN	1
MEGA_KWT_001_Q40	UOE	4	MEGA_KWT_001	40	IS IT TO COME UP	IS IT TO COME UP	1
MEGA_KWT_001_Q41	UOE	4	MEGA_KWT_001	41	EVERY CHANCE OF GETTING	EVERY CHANCE OF GETTING	1
MEGA_KWT_001_Q42	UOE	4	MEGA_KWT_001	42	WILL BE FOLLOWED BY	WILL BE FOLLOWED BY	1
MEGA_KWT_001_Q43	UOE	4	MEGA_KWT_001	43	FEWER THAN SIX PEOPLE ARE REQUIRED	FEWER THAN SIX PEOPLE ARE REQUIRED	1
MEGA_KWT_001_Q44	UOE	4	MEGA_KWT_001	44	HESITATE TO CALL ME	HESITATE TO CALL ME	1
MEGA_KWT_001_Q45	UOE	4	MEGA_KWT_001	45	BE WEAK AT SPEAKING	BE WEAK AT SPEAKING	1
MEGA_KWT_001_Q46	UOE	4	MEGA_KWT_001	46	COST YOU THE JOB	COST YOU THE JOB	1
MEGA_KWT_001_Q47	UOE	4	MEGA_KWT_001	47	SPENT FIVE MINUTES LOOKING	SPENT FIVE MINUTES LOOKING	1
MEGA_KWT_001_Q48	UOE	4	MEGA_KWT_001	48	CAME AS A SURPRISE TO	CAME AS A SURPRISE TO	1
MEGA_KWT_001_Q49	UOE	4	MEGA_KWT_001	49	NO DENYING MY	NO DENYING MY	1
MEGA_KWT_001_Q50	UOE	4	MEGA_KWT_001	50	IF ANITA HAS BEEN	IF ANITA HAS BEEN | THOUGH ANITA HAS BEEN	1
MEGA_KWT_001_Q51	UOE	4	MEGA_KWT_001	51	TO PUT UP WITH RUDENESS	TO PUT UP WITH RUDENESS	1
MEGA_KWT_001_Q52	UOE	4	MEGA_KWT_001	52	SURE HOW I WOULD HAVE REACTED	SURE HOW I WOULD HAVE REACTED	1
MEGA_KWT_001_Q53	UOE	4	MEGA_KWT_001	53	WITH A DISCUSSION ABOUT	WITH A DISCUSSION ABOUT	1
MEGA_KWT_001_Q54	UOE	4	MEGA_KWT_001	54	BROKE DOWN AS	BROKE DOWN AS	1
MEGA_KWT_001_Q55	UOE	4	MEGA_KWT_001	55	HAVE ANY OBJECTION TO ME	HAVE ANY OBJECTION TO ME | HAVE ANY OBJECTION TO MY	1
MEGA_KWT_001_Q56	UOE	4	MEGA_KWT_001	56	LACK OF EXPERIENCE AFFECT HIS	LACK OF EXPERIENCE AFFECT HIS	1
MEGA_KWT_001_Q57	UOE	4	MEGA_KWT_001	57	NEVER OCCURRED TO US	NEVER OCCURRED TO US	1
MEGA_KWT_001_Q58	UOE	4	MEGA_KWT_001	58	HAVE TAKEN A WRONG TURN	HAVE TAKEN A WRONG TURN	1
MEGA_KWT_001_Q59	UOE	4	MEGA_KWT_001	59	WOULD LIKE TO HAVE GONE	WOULD LIKE TO HAVE GONE	1
MEGA_KWT_001_Q60	UOE	4	MEGA_KWT_001	60	GO AHEAD ACCORDING	GO AHEAD ACCORDING	1
MEGA_KWT_001_Q61	UOE	4	MEGA_KWT_001	61	MADE UP HIS MIND	MADE UP HIS MIND	1
MEGA_KWT_001_Q62	UOE	4	MEGA_KWT_001	62	IS HIGHLY THOUGHT	IS HIGHLY THOUGHT	1
MEGA_KWT_001_Q63	UOE	4	MEGA_KWT_001	63	ON THE POINT OF LEAVING	ON THE POINT OF LEAVING	1
MEGA_KWT_001_Q64	UOE	4	MEGA_KWT_001	64	I WOULD BE SURPRISED IF	I WOULD BE SURPRISED IF	1
MEGA_KWT_001_Q65	UOE	4	MEGA_KWT_001	65	IN NO DOUBT	IN NO DOUBT	1
MEGA_KWT_001_Q66	UOE	4	MEGA_KWT_001	66	HAVE ANY RECOLLECTION OF	HAVE ANY RECOLLECTION OF	1
MEGA_KWT_001_Q67	UOE	4	MEGA_KWT_001	67	TO PUT IN	TO PUT IN	1
MEGA_KWT_001_Q68	UOE	4	MEGA_KWT_001	68	NO CHANCE OF WINNING	NO CHANCE OF WINNING	1
MEGA_KWT_001_Q69	UOE	4	MEGA_KWT_001	69	TOOK ANY NOTICE OF	TOOK ANY NOTICE OF	1
MEGA_KWT_001_Q70	UOE	4	MEGA_KWT_001	70	COUNT ON BEING	COUNT ON BEING	1
MEGA_KWT_001_Q71	UOE	4	MEGA_KWT_001	71	UP HOPE OF FINDING	UP HOPE OF FINDING	1
MEGA_KWT_001_Q72	UOE	4	MEGA_KWT_001	72	A MATTER OF TIME BEFORE	A MATTER OF TIME BEFORE	1
MEGA_KWT_001_Q73	UOE	4	MEGA_KWT_001	73	SEE THE POINT IN LEARNING	SEE THE POINT IN LEARNING	1
MEGA_KWT_001_Q74	UOE	4	MEGA_KWT_001	74	MADE A QUICK RECOVERY	MADE A QUICK RECOVERY	1
MEGA_KWT_001_Q75	UOE	4	MEGA_KWT_001	75	DID NOT USE TO LIKE	DID NOT USE TO LIKE | DIDN’T USE TO LIKE	1
MEGA_KWT_001_Q76	UOE	4	MEGA_KWT_001	76	HAVE MADE A POINT OF	HAVE MADE A POINT OF	1
MEGA_KWT_001_Q77	UOE	4	MEGA_KWT_001	77	MADE A NAME FOR	MADE A NAME FOR	1
MEGA_KWT_001_Q78	UOE	4	MEGA_KWT_001	78	CAN AFFORD THIS HOLIDAY AS LONG	CAN AFFORD THIS HOLIDAY AS LONG	1
MEGA_KWT_001_Q79	UOE	4	MEGA_KWT_001	79	GAVE NOTICE IN WRITING	GAVE NOTICE IN WRITING	1
MEGA_KWT_001_Q80	UOE	4	MEGA_KWT_001	80	AS ACCURATE AN ANSWER	AS ACCURATE AN ANSWER	1
MEGA_KWT_001_Q81	UOE	4	MEGA_KWT_001	81	LET ALONE COOK	LET ALONE COOK	1
